ftitle,fsubtitle,btitle,bsubtitle,audio
定期券,(ていきけん),"commuter pass,season ticket",,[sound:定期券.wav]
"commuter pass,season ticket",,定期券,(ていきけん),[sound:定期券.wav]
定休日,(ていきゅうび),regular holiday,,[sound:定休日.wav]
regular holiday,,定休日,(ていきゅうび),[sound:定休日.wav]
停止,(ていし),"suspension,interruption,stoppage,ban",,[sound:停止.wav]
"suspension,interruption,stoppage,ban",,停止,(ていし),[sound:停止.wav]
停車,(ていしゃ),stopping (e.g. train),,[sound:停車.wav]
stopping (e.g. train),,停車,(ていしゃ),[sound:停車.wav]
停電,(ていでん),failure of electricity,,[sound:停電.wav]
failure of electricity,,停電,(ていでん),[sound:停電.wav]
出入り,(でいり),"in and out,coming and going,free association,income and expenditure,debits and credit",,[sound:出入り.wav]
"in and out,coming and going,free association,income and expenditure,debits and credit",,出入り,(でいり),[sound:出入り.wav]
出入口,(でいりぐち),exit and entrance,,[sound:出入口.wav]
exit and entrance,,出入口,(でいりぐち),[sound:出入口.wav]
手入れ,(ていれ),"repairs,maintenance",,[sound:手入れ.wav]
"repairs,maintenance",,手入れ,(ていれ),[sound:手入れ.wav]
テーマ,,"(n) theme,project,topic (de: Thema)",,[sound:テーマ.wav]
"(n) theme,project,topic (de: Thema)",,テーマ,,[sound:テーマ.wav]
出掛ける,(でかける),"to depart,to set out,to start,to be going out",,[sound:出掛ける.wav]
"to depart,to set out,to start,to be going out",,出掛ける,(でかける),[sound:出掛ける.wav]
出来上がり,(できあがり),"be finished,ready,made for,cut out",,[sound:出来上がり.wav]
"be finished,ready,made for,cut out",,出来上がり,(できあがり),[sound:出来上がり.wav]
出来上がる,(できあがる),"(1) to be finished,to be ready,by definition,(2) to be very drunk",,[sound:出来上がる.wav]
"(1) to be finished,to be ready,by definition,(2) to be very drunk",,出来上がる,(できあがる),[sound:出来上がる.wav]
的確,(てきかく),"precise,accurate",,[sound:的確.wav]
"precise,accurate",,的確,(てきかく),[sound:的確.wav]
適確,(てきかく),"precise,accurate",,[sound:適確.wav]
"precise,accurate",,適確,(てきかく),[sound:適確.wav]
手首,(てくび),wrist,,[sound:手首.wav]
wrist,,手首,(てくび),[sound:手首.wav]
凸凹,(でこぼこ),"unevenness,roughness,ruggedness",,[sound:凸凹.wav]
"unevenness,roughness,ruggedness",,凸凹,(でこぼこ),[sound:凸凹.wav]
手頃,(てごろ),"moderate,handy",,[sound:手頃.wav]
"moderate,handy",,手頃,(てごろ),[sound:手頃.wav]
でたらめ,,"(1) irresponsible utterance,nonsense,nonsensical,(2) random",,[sound:でたらめ.wav]
"(1) irresponsible utterance,nonsense,nonsensical,(2) random",,でたらめ,,[sound:でたらめ.wav]
手帳,(てちょう),notebook,,[sound:手帳.wav]
notebook,,手帳,(てちょう),[sound:手帳.wav]
鉄橋,(てっきょう),"railway bridge,iron bridge",,[sound:鉄橋.wav]
"railway bridge,iron bridge",,鉄橋,(てっきょう),[sound:鉄橋.wav]
手続き,(てつづき),"procedure,(legal) process,formalities",,[sound:手続き.wav]
"procedure,(legal) process,formalities",,手続き,(てつづき),[sound:手続き.wav]
鉄砲,(てっぽう),gun,,[sound:鉄砲.wav]
gun,,鉄砲,(てっぽう),[sound:鉄砲.wav]
テニスコート,,tennis court,,[sound:テニスコート.wav]
tennis court,,テニスコート,,[sound:テニスコート.wav]
手拭い,(てぬぐい),(hand) towel,,[sound:手拭い.wav]
(hand) towel,,手拭い,(てぬぐい),[sound:手拭い.wav]
手前,(てまえ),"before,this side,we,you",,[sound:手前.wav]
"before,this side,we,you",,手前,(てまえ),[sound:手前.wav]
出迎え,(でむかえ),"meeting,reception",,[sound:出迎え.wav]
"meeting,reception",,出迎え,(でむかえ),[sound:出迎え.wav]
出迎える,(でむかえる),"to meet,to greet",,[sound:出迎える.wav]
"to meet,to greet",,出迎える,(でむかえる),[sound:出迎える.wav]
照らす,(てらす),"to shine on,to illuminate",,[sound:照らす.wav]
"to shine on,to illuminate",,照らす,(てらす),[sound:照らす.wav]
照る,(てる),to shine,,[sound:照る.wav]
to shine,,照る,(てる),[sound:照る.wav]
展開,(てんかい),"develop,expansion (opposite of compression)",,[sound:展開.wav]
"develop,expansion (opposite of compression)",,展開,(てんかい),[sound:展開.wav]
伝記,(でんき),"biography,life story",,[sound:伝記.wav]
"biography,life story",,伝記,(でんき),[sound:伝記.wav]
電球,(でんきゅう),light bulb,,[sound:電球.wav]
light bulb,,電球,(でんきゅう),[sound:電球.wav]
点数,(てんすう),"marks,points,score,runs",,[sound:点数.wav]
"marks,points,score,runs",,点数,(てんすう),[sound:点数.wav]
伝染,(でんせん),contagion,,[sound:伝染.wav]
contagion,,伝染,(でんせん),[sound:伝染.wav]
電池,(でんち),battery,,[sound:電池.wav]
battery,,電池,(でんち),[sound:電池.wav]
点々,(てんてん),"here and there,little by little",,[sound:点々.wav]
"here and there,little by little",,点々,(てんてん),[sound:点々.wav]
転々,(てんてん),,,[sound:転々.wav]
,,転々,(てんてん),[sound:転々.wav]
電柱,(でんちゅう),"telephone pole,telegraph pole,lightpole",,[sound:電柱.wav]
"telephone pole,telegraph pole,lightpole",,電柱,(でんちゅう),[sound:電柱.wav]
天皇,(てんのう),Emperor of Japan,,[sound:天皇.wav]
Emperor of Japan,,天皇,(てんのう),[sound:天皇.wav]
電波,(でんぱ),electro-magnetic wave,,[sound:電波.wav]
electro-magnetic wave,,電波,(でんぱ),[sound:電波.wav]
テンポ,,tempo,,[sound:テンポ.wav]
tempo,,テンポ,,[sound:テンポ.wav]
電流,(でんりゅう),electric current,,[sound:電流.wav]
electric current,,電流,(でんりゅう),[sound:電流.wav]
電力,(でんりょく),electric power,,[sound:電力.wav]
electric power,,電力,(でんりょく),[sound:電力.wav]
問い合わせ,(といあわせ),"enquiry,ENQ",,[sound:問い合わせ.wav]
"enquiry,ENQ",,問い合わせ,(といあわせ),[sound:問い合わせ.wav]
銅,(どう),copper,,[sound:銅.wav]
copper,,銅,(どう),[sound:銅.wav]
統一,(とういつ),"unity,consolidation,uniformity",,[sound:統一.wav]
"unity,consolidation,uniformity",,統一,(とういつ),[sound:統一.wav]
同格,(どうかく),"the same rank,equality,apposition",,[sound:同格.wav]
"the same rank,equality,apposition",,同格,(どうかく),[sound:同格.wav]
峠,(とうげ),"ridge,(mountain) pass,difficult part",,[sound:峠.wav]
"ridge,(mountain) pass,difficult part",,峠,(とうげ),[sound:峠.wav]
統計,(とうけい),"scattering,a scatter,dispersion",,[sound:統計.wav]
"scattering,a scatter,dispersion",,統計,(とうけい),[sound:統計.wav]
動作,(どうさ),"action,movements,motions,bearing,behaviour,manners",,[sound:動作.wav]
"action,movements,motions,bearing,behaviour,manners",,動作,(どうさ),[sound:動作.wav]
東西,(とうざい),"East and West,whole country",,[sound:東西.wav]
"East and West,whole country",,東西,(とうざい),[sound:東西.wav]
当日,(とうじつ),"appointed day,very day",,[sound:当日.wav]
"appointed day,very day",,当日,(とうじつ),[sound:当日.wav]
投書,(とうしょ),"letter to the editor,letter from a reader,contribution",,[sound:投書.wav]
"letter to the editor,letter from a reader,contribution",,投書,(とうしょ),[sound:投書.wav]
登場,(とうじょう),entry (on stage),,[sound:登場.wav]
entry (on stage),,登場,(とうじょう),[sound:登場.wav]
どうせ,,"anyhow,in any case,at any rate",,[sound:どうせ.wav]
"anyhow,in any case,at any rate",,どうせ,,[sound:どうせ.wav]
どうぞよろしく,,pleased to meet you,,[sound:どうぞよろしく.wav]
pleased to meet you,,どうぞよろしく,,[sound:どうぞよろしく.wav]
灯台,(とうだい),lighthouse,,[sound:灯台.wav]
lighthouse,,灯台,(とうだい),[sound:灯台.wav]
盗難,(とうなん),"theft,robbery",,[sound:盗難.wav]
"theft,robbery",,盗難,(とうなん),[sound:盗難.wav]
当番,(とうばん),being on duty,,[sound:当番.wav]
being on duty,,当番,(とうばん),[sound:当番.wav]
等分,(とうぶん),division into equal parts,,[sound:等分.wav]
division into equal parts,,等分,(とうぶん),[sound:等分.wav]
透明,(とうめい),"transparency,cleanness",,[sound:透明.wav]
"transparency,cleanness",,透明,(とうめい),[sound:透明.wav]
灯油,(とうゆ),"lamp oil,kerosene",,[sound:灯油.wav]
"lamp oil,kerosene",,灯油,(とうゆ),[sound:灯油.wav]
東洋,(とうよう),Orient,,[sound:東洋.wav]
Orient,,東洋,(とうよう),[sound:東洋.wav]
童話,(どうわ),fairy tale,,[sound:童話.wav]
fairy tale,,童話,(どうわ),[sound:童話.wav]
通り掛かる,(とおりかかる),to happen to pass by,,[sound:通り掛かる.wav]
to happen to pass by,,通り掛かる,(とおりかかる),[sound:通り掛かる.wav]
溶かす,(とかす),"to melt,to dissolve",,[sound:溶かす.wav]
"to melt,to dissolve",,溶かす,(とかす),[sound:溶かす.wav]
尖る,(とがる),"to taper to a point,to become sharp,to be sour,to look displeased",,[sound:尖る.wav]
"to taper to a point,to become sharp,to be sour,to look displeased",,尖る,(とがる),[sound:尖る.wav]
どきどき,,"throb,beat (fast)",,[sound:どきどき.wav]
"throb,beat (fast)",,どきどき,,[sound:どきどき.wav]
溶く,(とく),to dissolve (paint),,[sound:溶く.wav]
to dissolve (paint),,溶く,(とく),[sound:溶く.wav]
退く,(どく),"(1) to retreat,to recede,to withdraw",,[sound:退く.wav]
"(1) to retreat,to recede,to withdraw",,退く,(どく),[sound:退く.wav]
特殊,(とくしゅ),"special,unique",,[sound:特殊.wav]
"special,unique",,特殊,(とくしゅ),[sound:特殊.wav]
特色,(とくしょく),"characteristic,feature",,[sound:特色.wav]
"characteristic,feature",,特色,(とくしょく),[sound:特色.wav]
特長,(とくちょう),"forte,merit",,[sound:特長.wav]
"forte,merit",,特長,(とくちょう),[sound:特長.wav]
特定,(とくてい),"specific,special,particular",,[sound:特定.wav]
"specific,special,particular",,特定,(とくてい),[sound:特定.wav]
特売,(とくばい),special sale,,[sound:特売.wav]
special sale,,特売,(とくばい),[sound:特売.wav]
溶け込む,(とけこむ),to melt into,,[sound:溶け込む.wav]
to melt into,,溶け込む,(とけこむ),[sound:溶け込む.wav]
溶ける,(とける),"to melt,to thaw,to fuse,to dissolve",,[sound:溶ける.wav]
"to melt,to thaw,to fuse,to dissolve",,溶ける,(とける),[sound:溶ける.wav]
退ける,(どける),"to remove,to take away,to dislodge,to put something out of the way",,[sound:退ける.wav]
"to remove,to take away,to dislodge,to put something out of the way",,退ける,(どける),[sound:退ける.wav]
床の間,(とこのま),alcove,,[sound:床の間.wav]
alcove,,床の間,(とこのま),[sound:床の間.wav]
床屋,(とこや),barber,,[sound:床屋.wav]
barber,,床屋,(とこや),[sound:床屋.wav]
所々,(ところどころ),"here and there,some parts (of something)",,[sound:所々.wav]
"here and there,some parts (of something)",,所々,(ところどころ),[sound:所々.wav]
都心,(としん),heart (of city),,[sound:都心.wav]
heart (of city),,都心,(としん),[sound:都心.wav]
戸棚,(とだな),"cupboard,locker,closet,wardrobe",,[sound:戸棚.wav]
"cupboard,locker,closet,wardrobe",,戸棚,(とだな),[sound:戸棚.wav]
とっくに,,"long ago,already,a long time ago",,[sound:とっくに.wav]
"long ago,already,a long time ago",,とっくに,,[sound:とっくに.wav]
どっと,,suddenly,,[sound:どっと.wav]
suddenly,,どっと,,[sound:どっと.wav]
整う,(ととのう),"to be prepared,to be in order,to be put in order,to be arranged",,[sound:整う.wav]
"to be prepared,to be in order,to be put in order,to be arranged",,整う,(ととのう),[sound:整う.wav]
留まる,(とどまる),"(1) to be fixed,(2) to abide,to stay (in the one place)",,[sound:留まる.wav]
"(1) to be fixed,(2) to abide,to stay (in the one place)",,留まる,(とどまる),[sound:留まる.wav]
どなる,,"to shout,to yell",,[sound:どなる.wav]
"to shout,to yell",,どなる,,[sound:どなる.wav]
飛び込む,(とびこむ),"to jump in,to leap in,to plunge into,to dive",,[sound:飛び込む.wav]
"to jump in,to leap in,to plunge into,to dive",,飛び込む,(とびこむ),[sound:飛び込む.wav]
跳ぶ,(とぶ),"to jump,to fly,to leap",,[sound:跳ぶ.wav]
"to jump,to fly,to leap",,跳ぶ,(とぶ),[sound:跳ぶ.wav]
留まる,(とまる),"(1) to be fixed,(2) to abide,to stay (in the one place)",,[sound:留まる.wav]
"(1) to be fixed,(2) to abide,to stay (in the one place)",,留まる,(とまる),[sound:留まる.wav]
泊める,(とめる),"to give shelter to,to lodge",,[sound:泊める.wav]
"to give shelter to,to lodge",,泊める,(とめる),[sound:泊める.wav]
ともかく,,"anyhow,anyway,somehow or other,generally speaking,in any case",,[sound:ともかく.wav]
"anyhow,anyway,somehow or other,generally speaking,in any case",,ともかく,,[sound:ともかく.wav]
捕える,(とらえる),"to seize,to grasp,to capture,to arrest",,[sound:捕える.wav]
"to seize,to grasp,to capture,to arrest",,捕える,(とらえる),[sound:捕える.wav]
取り入れる,(とりいれる),"to harvest,to take in,to adopt",,[sound:取り入れる.wav]
"to harvest,to take in,to adopt",,取り入れる,(とりいれる),[sound:取り入れる.wav]
取り消す,(とりけす),to cancel,,[sound:取り消す.wav]
to cancel,,取り消す,(とりけす),[sound:取り消す.wav]
取り出す,(とりだす),"to take out,to produce,to pick out",,[sound:取り出す.wav]
"to take out,to produce,to pick out",,取り出す,(とりだす),[sound:取り出す.wav]
採る,(とる),"(1) to adopt (measure, proposal),(2) to pick (fruit)",,[sound:採る.wav]
"(1) to adopt (measure, proposal),(2) to pick (fruit)",,採る,(とる),[sound:採る.wav]
捕る,(とる),"to take,to catch (fish),to capture",,[sound:捕る.wav]
"to take,to catch (fish),to capture",,捕る,(とる),[sound:捕る.wav]
トレーニング,,training,,[sound:トレーニング.wav]
training,,トレーニング,,[sound:トレーニング.wav]
丼,(どんぶり),"porcelain bowl,bowl of rice with food on top",,[sound:丼.wav]
"porcelain bowl,bowl of rice with food on top",,丼,(どんぶり),[sound:丼.wav]
内科,(ないか),"internist clinic,internal medicine",,[sound:内科.wav]
"internist clinic,internal medicine",,内科,(ないか),[sound:内科.wav]
内線,(ないせん),"phone extension,indoor wiring,inner line",,[sound:内線.wav]
"phone extension,indoor wiring,inner line",,内線,(ないせん),[sound:内線.wav]
ナイロン,,nylon,,[sound:ナイロン.wav]
nylon,,ナイロン,,[sound:ナイロン.wav]
治す,(なおす),"to cure,to heal,to fix,to correct,to repair",,[sound:治す.wav]
"to cure,to heal,to fix,to correct,to repair",,治す,(なおす),[sound:治す.wav]
永い,(ながい),"long,lengthy",,[sound:永い.wav]
"long,lengthy",,永い,(ながい),[sound:永い.wav]
仲直り,(なかなおり),"reconciliation,make peace with",,[sound:仲直り.wav]
"reconciliation,make peace with",,仲直り,(なかなおり),[sound:仲直り.wav]
長引く,(ながびく),"to be prolonged,to drag on",,[sound:長引く.wav]
"to be prolonged,to drag on",,長引く,(ながびく),[sound:長引く.wav]
中身,(なかみ),"contents,interior,substance,filling,(sword) blade",,[sound:中身.wav]
"contents,interior,substance,filling,(sword) blade",,中身,(なかみ),[sound:中身.wav]
